sofifa_id,long_name,short_name,overall
216388,Allan Saint-Maximin,A. Saint-Maximin,79
224254,Cristian David Pavón,C. Pavón,79
226229,Thilo Kehrer,T. Kehrer,79
227796,Christian Pulisic,C. Pulisic,79
230938,Franck Yannick Kessié,F. Kessié,79
235212,Achraf Hakimi Mouh,A. Hakimi,79
235424,Diadie Samassékou,D. Samassékou,79
235945,Marc Roca Junqué,Marc Roca,79
238476,Dan-Axel Zagadou,D. Zagadou,79
244369,Viktor Tsygankov,V. Tsygankov,79
210315,Raúl de Tomás Gómez,De Tomás,79
213666,Ruben Loftus-Cheek,R. Loftus-Cheek,79
216435,Stanislav Lobotka,S. Lobotka,79
220182,Jason Denayer,J. Denayer,79
222331,Lukas Klostermann,L. Klostermann,79
225663,Alexandr Golovin,A. Golovin,79
225711,Abdou Diallo,A. Diallo,79
226851,Benjamin Pavard,B. Pavard,79
229167,Milot Rashica,M. Rashica,79
229984,Ben Chilwell,B. Chilwell,79
232381,Wesley Moraes Ferreira da Silva,Wesley,79
236792,Tomáš Souček,T. Souček,79
241184,Héctor Junior Firpo Adamés,Junior Firpo,79
205569,James  Ward-Prowse,J. Ward-Prowse,79
208330,Adnan Januzaj,A. Januzaj,79
210411,Otávio Edmilson da Silva Monteiro,Otávio,79
212977,Niklas Stark,N. Stark,79
213655,Alex Iwobi,A. Iwobi,79
214947,Jean-Philippe Gbamin,J. Gbamin,79
220253,Munir El Haddadi,Munir,79
220651,José Ángel Esmoris Tasende,Angeliño,79
220697,James Maddison,J. Maddison,79
228941,André Miguel Valente da Silva,André Silva,79
231943,Richarlison de Andrade,Richarlison,79
232862,中島 翔哉,S. Nakajima,79
233419,Raphael Dias Belloli,Raphinha,79
202335,Eric Dier,E. Dier,79
207421,Leandro Trossard,L. Trossard,79
210455,Jonathan Castro Otto,Jonny,79
210896,Morgan Sanson,M. Sanson,79
213991,Jefferson Andrés Lerma Solís,J. Lerma,79
216643,Léo Dubois,L. Dubois,79
228336,Florian Grillitsch,F. Grillitsch,79
192816,Leandro Cabrera,L. Cabrera,79
199189,Ross Barkley,R. Barkley,79
201377,Jeison Fabián Murillo Cerón,J. Murillo,79
202695,James Tarkowski,J. Tarkowski,79
203775,Loris Karius,L. Karius,79
203841,Nick Pope,N. Pope,79
204082,John Anthony Brooks,J. Brooks,79
204529,Michy Batshuayi Tunga,M. Batshuayi,79
206511,Maximilian Arnold,M. Arnold,79
207993,Sead Kolašinac,S. Kolašinac,79
210047,Fabian Schär,F. Schär,79
213516,Ricardo Jorge da Luz Horta,Ricardo Horta,79
215353,Lucas Alario,L. Alario,79
221639,Mariano Díaz Mejía,Mariano,79
223597,Ruben Aguilar,R. Aguilar,79
228229,Fabián Balbuena,F. Balbuena,79
192227,Shkodran Mustafi,S. Mustafi,79
193601,Germán Alejandro Pezzella,G. Pezzella,79
202429,Danny  Vieira da Costa,D. da Costa,79
202750,Willy Boly,W. Boly,79
205923,Ben Davies,B. Davies,79
209297,Frederico R. de Paula Santos,Fred,79
218066,Mbwana Ally Samatta,M. Samatta,79
219693,Diego Carlos Santos Silva,Diego Carlos,79
224069,Karl Brillant Toko Ekambi,K. Toko-Ekambi,79
229909,Andrey Lunev,A. Lunev,79
231969,Ruslan Malinovskyi,R. Malinovskyi,79
183285,Mamadou Sakho,M. Sakho,79
185422,Joshua King,J. King,79
193408,Haris Seferović,H. Seferović,79
194222,Víctor Laguardia Cisneros,Laguardia,79
194957,Phil Jones,P. Jones,79
197853,Serge Aurier,S. Aurier,79
202884,Leonardo Spinazzola,L. Spinazzola,79
204105,Kenny Lala,K. Lala,79
204259,Santiago Arias Naranjo,S. Arias,79
205407,Daniele Baselli,D. Baselli,79
205686,Téji Savanier,T. Savanier,79
205976,Leonardo Carrilho Baptistão,Leo Baptistao,79
208004,Joël Veltman,J. Veltman,79
216150,Davide Zappacosta,D. Zappacosta,79
221445,武磊,Wu Lei,79
113422,David Villa Sánchez,David Villa,79
124375,Burak Yılmaz,B. Yılmaz,79
140293,Antonio Mirante,A. Mirante,79
158232,Salomon Armand Magloire Kalou,S. Kalou,79
158625,Dante Bonfim da Costa Santos,Dante,79
158626,Mathieu Debuchy,M. Debuchy,79
159065,Ezequiel Iván Lavezzi,E. Lavezzi,79
161956,Borja Valero Iglesias,Borja Valero,79
166706,Martin Škrtel,M. Škrtel,79
169588,Jonny Evans,J. Evans,79
172114,Diego Hernán Váleri,D. Valeri,79
172862,Niklas Moisander,N. Moisander,79
173208,Domenico Criscito,D. Criscito,79
173221,Antonio Candreva,A. Candreva,79
173521,Iván Marcano Sierra,Marcano,79
173909,Kevin-Prince Boateng,K. Boateng,79
176915,Augusto Matías Fernández,A. Fernández,79
176919,Nahuel Ignacio Guzmán,N. Guzmán,79
177604,Ignacio Monreal Eraso,Nacho Monreal,79
177633,Ángel Luís Rodríguez Díaz,Ángel,79
178085,Esteban Félix Granero Molina,Granero,79
178311,Éder Citadin Martins,Éder,79
178415,Ruud Vormer,R. Vormer,79
180216,Séamus Coleman,S. Coleman,79
180819,Adam David Lallana,A. Lallana,79
182212,Anthony Modeste,A. Modeste,79
182945,Max-Alain Gradel,M. Gradel,79
183512,Yuri Berchiche Izeta,Yuri Berchiche,79
184949,Mariano Ferreira Filho,Mariano,79
185239,Ömer Toprak,O. Toprak,79
185431,Nikola Kalinić,N. Kalinić,79
186537,Cristhian Ricardo Stuani Curbelo,C. Stuani,79
186569,Sven Ulreich,S. Ulreich,79
186832,Kwadwo Asamoah,K. Asamoah,79
188081,Alex Teixeira dos Santos,Alex Teixeira,79
188427,Senad Lulić,S. Lulić,79
189250,José Salomón Rondón Giménez,S. Rondón,79
189358,香川 真司,S. Kagawa,79
189461,Jack Wilshere,J. Wilshere,79
189690,Vicente Guaita Panadero,Guaita,79
190143,José Ángel Valdés Díaz,Cote,79
190264,Iago Falqué Silva,Iago Falqué,79
191180,Javier Matías Pastore,J. Pastore,79
191687,Maicon Pereira Roque,Maicon,79
192492,Fabián Orellana,F. Orellana,79
192598,艾克森,Elkeson,79
192678,Enrique García Martínez,Kike García,79
192679,Sergio Escudero Palomo,Escudero,79
192789,Mario Gaspar Pérez Martínez,Mario Gaspar,79
193152,Iago Herrerín Buisán,Herrerín,79
193469,Víctor Ruíz Torre,Víctor Ruiz,79
194728,Ishak Belfodil,I. Belfodil,79
194794,Andriy Yarmolenko,A. Yarmolenko,79
194845,Wahbi Khazri,W. Khazri,79
196432,Enzo Pérez,E. Pérez,79
197083,Daniel Caligiuri,D. Caligiuri,79
199304,Danilo Luiz da Silva,Danilo,79
199393,Nicolas Pallois,N. Pallois,79
199715,Víctor Machín Pérez,Vitolo,79
201144,Milan Badelj,M. Badelj,79
201325,Anton Ciprian Tătărușanu,C. Tătărușanu,79
203757,José Luís Mendes Andrade,Zé Luís,79
203843,Damián Nicolás Suárez Suárez,D. Suárez,79
204277,Roque Mesa Quevedo,Roque Mesa,79
204614,Mário Rui Silva Duarte,Mário Rui,79
205114,乾 貴士,T. Inui,79
206225,Denis Cheryshev,D. Cheryshev,79
207664,Carlos Arturo Bacca Ahumada,C. Bacca,79
208230,Andreas Samaris,A. Samaris,79
208334,Jonas Hector,J. Hector,79
211241,Rubén Peña Jiménez,Rubén Peña,79
213761,Abderrazak Hamdallah,A. Hamdallah,79
215061,Darío Benedetto,D. Benedetto,79
215135,Leonardo Sigali,L. Sigali,79
221540,Raúl Michel Melo da Silva,Raúl,79
222709,Petros Matheus dos Santos Araujo,Petros,79
224116,Dyego Wilverson Ferreira Sousa,Dyego Sousa,79
227476,Francisco das Chagas Soares dos Santos,Soares,79
229788,Rubén Alcaraz Jiménez,Rubén Alcaraz,79
230201,Maikel Renan Catarino Fagundes,Maikel Catarino,79
230212,A. Benjamin Chiamuloira Paes,Antônio Chiamuloira,79
230251,Melvin Luan Parrela Porfírio,Melvin Parrela,79
230312,Bernard Gabriel Prestão Chaves,Gabri Prestão,79
230498,Luan Vágner Boas Macedo,Luimo Boas Santos,79
245298,Daniel Martín Lenzado,D. Lenzado,79
245302,Enzo Martín Riquero,E. Riquero,79
245306,Leandro Miguel Sáreda,L. Sáreda,79
245315,Enzo Manuel Aguerro,E. Aguerro,79
225116,Alex Meret,A. Meret,78
235353,Ismaïla Sarr,I. Sarr,78
234378,Declan Rice,D. Rice,78
234943,Florian Neuhaus,F. Neuhaus,78
235926,Matías Zaracho,M. Zaracho,78
242236,Francisco Reis Ferreira,Ferro,78
224221,Joachim Andersen,J. Andersen,78
229261,Denis Lemi Zakaria Lako Lado,D. Zakaria,78
231633,Issa Diop,I. Diop,78
234045,Henry Onyekuru,H. Onyekuru,78
234612,Nanitamo Jonathan Ikoné,J. Ikoné,78
235889,Cengiz Ünder,C. Ünder,78
222665,Martin Ødegaard,M. Ødegaard,78
225085,Jonathan Bamba,J. Bamba,78
225309,Nadiem Amiri,N. Amiri,78
227813,Oleksandr Zinchenko,O. Zinchenko,78
236461,Jean-Philippe Mateta,J. Mateta,78
205201,Okay Yokuşlu,O. Yokuşlu,78
208268,Bryan Cristante,B. Cristante,78
212501,Leander Dendoncker,L. Dendoncker,78
218339,Mahmoud Dahoud,M. Dahoud,78
221491,Nico Elvedi,N. Elvedi,78
223334,Joelinton Apolinário de Lira,Joelinton,78
226766,Daniel Castelo Podence,Daniel Podence,78
229773,Georgiy Dzhikiya,G. Dzhikiya,78
236295,Aarón Martín Caricol,Aarón Martín,78
237239,Enis Bardhi,E. Bardhi,78
239433,Nemanja Maksimović,N. Maksimović,78
240289,Fernando Calero Villa,Calero,78
203042,Jack Butland,J. Butland,78
208777,Óliver Torres Muñoz,Óliver Torres,78
209519,Gaëtan  Laborde,G. Laborde,78
212616,Rodrigo Javier De Paul,R. De Paul,78
212626,Davie Selke,D. Selke,78
212811,Mario Lemina,M. Lemina,78
213135,Divock Origi,D. Origi,78
213629,Erick Pulgar,E. Pulgar,78
214092,Aleksey Miranchuk,A. Miranchuk,78
214394,Wílmar Enrique Barrios Terán,W. Barrios,78
214979,Juan Musso,J. Musso,78
215399,Rúben Miguel Nunes Vezo,Rúben Vezo,78
219792,Baptiste Santamaria,B. Santamaria,78
220523,Yerry Mina,Y. Mina,78
224309,Joan Jordán Moreno,Joan Jordán,78
227234,Lucas Tousart,L. Tousart,78
231887,Yusuf Yazıcı,Y. Yazıcı,78
199439,Michael Gregoritsch,M. Gregoritsch,78
203487,Jamaal Lascelles,J. Lascelles,78
203535,Tonny Emilio Trindade de Vilhena,T. Vilhena,78
205192,Denis Suárez Fernández,Denis Suárez,78
205193,Karim Rekik,K. Rekik,78
207948,Bertrand Traoré,B. Traoré,78
211382,Ibrahim Amadou,I. Amadou,78
212150,Max  Meyer,M. Meyer,78
212442,José Pedro Malheiro de Sá,José Sá,78
213732,Alexandr Selikhov,A. Selikhov,78
215716,Aleksandar Mitrović,A. Mitrović,78
219145,Guillermo Alfonso Maripán Loaysa,G. Maripán,78
225126,Ellyes Skhiri,E. Skhiri,78
233096,Denzel Dumfries,D. Dumfries,78
234226,Bruno Viana Willemen Da Silva,Bruno Viana,78
199641,Matz Sels,M. Sels,78
200353,Adama Soumaoro,A. Soumaoro,78
201519,Jordan Veretout,J. Veretout,78
203965,Viktor Fischer,V. Fischer,78
205391,Soualiho Meïté,S. Meïté,78
205402,Jean-Paul Boëtius,J. Boëtius,78
210935,Domenico Berardi,D. Berardi,78
212153,Roberto Gagliardini,R. Gagliardini,78
215256,Renzo Saravia,R. Saravia,78
215590,Ayoze Pérez Gutiérrez,Ayoze Pérez,78
220093,Hans Hateboer,H. Hateboer,78
225997,Benjamin Verbič,B. Verbič,78
226377,Gonzalo Nicolás Martínez,G. Martínez,78
187598,Rafael Tolói,Rafael Tolói,78
192622,Shane Duffy,S. Duffy,78
197948,Florian Lejeune,F. Lejeune,78
199915,Lewis Dunk,L. Dunk,78
200677,Pedro Filipe Teodósio Mendes,Pedro Mendes,78
202642,Fernando Lucas Martins,Fernando,78
203980,Konstantinos Fortounis,K. Fortounis,78
208449,Christophe Hérelle,C. Hérelle,78
208620,Omar Mascarell González,Omar Mascarell,78
211368,Armindo Tué Na Bangna,Bruma,78
228236,Simon Deli,S. Deli,78
236690,Michael Ngadeu,M. Ngadeu,78
188942,Victor Wanyama,V. Wanyama,78
190324,Christian Kabasele,C. Kabasele,78
193983,Andy Delort,A. Delort,78
195668,Joel Robles Blázquez,Joel Robles,78
198031,Sérgio Miguel Relvas de Oliveira,Sérgio Oliveira,78
199069,Vincent Paté Aboubakar,V. Aboubakar,78
200318,Mark Uth,M. Uth,78
201417,Matt Doherty,M. Doherty,78
201505,David López Silva,David López,78
202024,Remo Freuler,R. Freuler,78
202325,Diego Demme,D. Demme,78
202789,Alexander Schwolow,A. Schwolow,78
202849,Jannik Vestergaard,J. Vestergaard,78
209288,Florent Mollet,F. Mollet,78
210324,Jonas Hofmann,J. Hofmann,78
212096,Vincenzo Grifo,V. Grifo,78
213388,Flavien Tait,F. Tait,78
213400,Diego Laxalt,D. Laxalt,78
215466,Nikola Maksimović,N. Maksimović,78
216189,Ander Capa Rodríguez,Capa,78
216655,Bartolomeu Jacinto Quissanga,Bastos,78
220131,Mbaye Diagne,M. Diagne,78
140233,Francisco Guillermo Ochoa Magaña,G. Ochoa,78
143001,Carlos Alberto Tevez,C. Tévez,78
143121,José Ernesto Sosa,J. Sosa,78
144622,Raffael Caetano de Araújo,Raffael,78
146296,Andrés Eduardo Fernández Moreno,Andrés Fernández,78
146963,Javier Horacio Pinola,J. Pinola,78
153177,Mauro Matías Zárate,M. Zárate,78
153260,Vitorino Hilton da Silva,Hilton,78
156432,Guillaume Hoarau,G. Hoarau,78
156713,Andreas Granqvist,A. Granqvist,78
157301,Ryan Guno Babel,R. Babel,78
157304,Thomas Vermaelen,T. Vermaelen,78
160741,David Ángel Abraham,D. Abraham,78
165239,Samir Nasri,S. Nasri,78
165247,Itumeleng Khune,I. Khune,78
169115,Andrea Masiello,A. Masiello,78
169705,Ryan Bertrand,R. Bertrand,78
170370,Jonathan dos Santos Ramírez,J. dos Santos,78
170733,Gervais Lombe Yao Kouassi,Gervinho,78
170797,Nuri Şahin,N. Şahin,78
170815,Steven Defour,S. Defour,78
172175,Kevin Mirallas,K. Mirallas,78
172287,Manuel Alejandro García Sánchez,Manu García,78
172316,Jorge Andújar Moreno,Coke,78
172962,Victor Moses,V. Moses,78
173306,Cristian Daniel Ansaldi,C. Ansaldi,78
173426,Simon Mignolet,S. Mignolet,78
173432,Héctor Alfredo Moreno Herrera,H. Moreno,78
173546,James Tomkins,J. Tomkins,78
175254,Felipe Salvador Caicedo Corozo,F. Caicedo,78
176104,Valter Birsa,V. Birsa,78
177392,Dieumerci Mbokani Bezua,D. Mbokani,78
177983,Cristian Eduardo Zapata Valencia,C. Zapata,78
178224,Javier Hernández Balcázar,J. Hernández,78
178250,Papa Kouly Diop,P. Diop,78
179560,Miralem Sulejmani,M. Sulejmani,78
179789,Damien Da Silva,D. Da Silva,78
180334,Marcelo Antônio Guedes Filho,Marcelo,78
180714,Guilherme Alvim Marinato,Guilherme,78
181820,Stevan Jovetić,S. Jovetić,78
182495,Martín Cáceres,M. Cáceres,78
182744,Jose Holebas,J. Holebas,78
183108,Nordin Amrabat,N. Amrabat,78
183125,Troy Deeney,T. Deeney,78
183376,Ljubomir Fejsa,L. Fejsa,78
183426,Daniel Schwaab,D. Schwaab,78
183497,Orestis Karnezis,O. Karnezis,78
183580,Nils Petersen,N. Petersen,78
183899,Pablo Daniel Piatti,P. Piatti,78
184069,Sandro Wagner,S. Wagner,78
184120,Bruno  Soriano Llido,Bruno,78
184826,Adrien Sebastian Perruchet Silva,Adrien Silva,78
185132,Mikel San José Domínguez,Mikel San José,78
186146,Daniel Nii Tackie Mensah Welbeck,D. Welbeck,78
186148,Ron-Robert Zieler,R. Zieler,78
186905,Ashley Barnes,A. Barnes,78
187607,Artem Dzyuba,A. Dzyuba,78
187924,Clément Grenier,C. Grenier,78
188005,Ignacio Camacho Barnola,Camacho,78
188041,Rafael de Souza Pereira,Rafael Carioca,78
188044,Alan Douglas Borges de Carvalho,Alan Carvalho,78
188388,Ryad Boudebouz,R. Boudebouz,78
188770,Admir Mehmedi,A. Mehmedi,78
189156,Daniel Filipe Martins Carriço,Daniel Carriço,78
189251,Sebastian Rudy,S. Rudy,78
189423,Josef de Souza Dias,Souza,78
189433,Benjamin Hübner,B. Hübner,78
189560,Vicente Iborra de la Fuente,Iborra,78
189606,Julian Baumgartlinger,J. Baumgartlinger,78
189681,Rafael Pereira da Silva,Rafael,78
189682,Ben Mee,B. Mee,78
190149,Óscar de Marcos Arana,De Marcos,78
190243,Marwin Hitz,M. Hitz,78
190456,Nathaniel Edwin Clyne,N. Clyne,78
190674,Benjamin André,B. André,78
190717,Michail Antonio,M. Antonio,78
190765,Pascal Groß,P. Groß,78
191076,Johann  Berg Guðmunds­son,J. Guðmundsson,78
192445,Daniel Ginczek,D. Ginczek,78
193011,Steve Cook,S. Cook,78
193171,Jaume Vicent Costa Jordá,Jaume Costa,78
193361,Roberto Soriano,R. Soriano,78
193532,Gary Alexis Medel Soto,G. Medel,78
193886,Daniel Didavi,D. Didavi,78
194229,Hugo Mallo Novegil,Hugo Mallo,78
194932,Andros Townsend,A. Townsend,78
195202,Tom Cairney,T. Cairney,78
195586,Alfreð Finnbogason,A. Finnbogason,78
197225,Marcelo Nicolás Lodeiro Benítez,N. Lodeiro,78
197242,Grzegorz Krychowiak,G. Krychowiak,78
198200,Benjamin Stambouli,B. Stambouli,78
198949,Kévin Malcuit,K. Malcuit,78
199561,Manuel Agudo Durán,Nolito,78
200215,Sebastian Rode,S. Rode,78
201095,Agustín Marchesín,A. Marchesín,78
201508,Gastón Exequiel Ramírez Pereyra,G. Ramírez,78
201862,Faustino Marcos Alberto Rojo,M. Rojo,78
202054,Edinaldo Gomes Pereira,Naldo,78
202201,Jeffrey Gouweleeuw,J. Gouweleeuw,78
202851,Gregoire Defrel,G. Defrel,78
202935,Álvaro González Soberón,Álvaro,78
203299,André Martín Carrillo Díaz,A. Carrillo,78
204385,Santiago Damián García Correa,S. García,78
205427,Jorge Djaniny  Tavares Semedo,Djaniny,78
205705,Zouhair Feddal,Z. Feddal,78
205850,Leonardo Pavoletti,L. Pavoletti,78
207557,Robin Olsen,R. Olsen,78
207939,Guido Pizarro,G. Pizarro,78
208461,Marten de Roon,M. de Roon,78
208520,酒井 宏樹,H. Sakai,78
213353,Guélor Kanga,G. Kanga,78
214040,Frank Yusty Fabra Palacios,F. Fabra,78
214206,Germán Ezequiel Cano,G. Cano,78
214766,Carlos Roberto Izquierdoz,C. Izquierdoz,78
215162,Alejandro Donatti,A. Donatti,78
215998,Ignacio Fernández,I. Fernández,78
216054,Nery Domínguez,N. Domínguez,78
216373,Marcelo Augusto Ferreira Teixeira,Marcelo Goiano,78
216451,Jean Michaël Seri,J. Seri,78
219576,Rodrigo Andrés Battaglia,R. Battaglia,78
223249,Gabriel Arias,G. Arias,78
223627,Omar Al Soma,O. Al Soma,78
225647,Martín Campaña,M. Campaña,78
230184,Ronaldo Diego Esler Domingues,Ronaldo Esler,78
230269,Claudio Nuno Coíntra Calegari,Claudio Coíntra,78
230360,Everton Jorge Simão Resende,Everticinho,78
230431,Sidney Adrián Pessoa Vidigal,Sidney Pessinho,78
243238,Aluísio Chaves Ribeiro Moraes Júnior,Júnior Moraes,78
245295,Edgar Manuel Guichón,E. Guichón,78
245297,Giovanni Luis Quintana,G. Quintana,78
245303,Federico Luis Contedo,F. Contedo,78
229558,Dayotchanculle Upamecano,D. Upamecano,77
228413,Emil Audero,E. Audero,77
228881,Davide Calabria,D. Calabria,77
231521,Exequiel Palacios,E. Palacios,77
232099,Marko Grujić,M. Grujić,77
237715,Patrick Cutrone,P. Cutrone,77
220196,David Brooks,D. Brooks,77
228819,Matías Vargas,M. Vargas,77
235944,Brais Méndez Portela,Brais Méndez,77
236355,Luiz Felipe Ramos Marchi,Luiz Felipe,77
240754,Youcef Attal,Y. Atal,77
206517,Jack Grealish,J. Grealish,77
222368,Anton Miranchuk,A. Miranchuk,77
223033,Jorge Meré Pérez,Jorge Meré,77
226166,Nordi Mukiele,N. Mukiele,77
232411,Christopher Nkunku,C. Nkunku,77
238359,Marcus Wendel Valle da Silva,Wendel,77
239053,Federico Valverde,F. Valverde,77
239301,Lisandro Martínez,L. Martínez,77
241095,Nikola Vlašić,N. Vlašić,77
245279,Sergio Reguilón Rodríguez,Reguilón,77
251573,Renan Augusto Lodi dos Santos,Renan Lodi,77
216816,Giovanni Pablo Simeone,G. Simeone,77
219932,Antonio Sanabria,A. Sanabria,77
220883,Rafael Santos Borré,R. Borré,77
223197,Enes Ünal,E. Ünal,77
223273,Mario Pašalić,M. Pašalić,77
223898,Paul Bernardoni,P. Bernardoni,77
224294,Lewis Cook,L. Cook,77
224540,Emmanuel Okyere Boateng,E. Boateng,77
230965,Nahitan Nández,N. Nández,77
234678,Joakim Mæhle,J. Mæhle,77
236401,Noussair Mazraoui,N. Mazraoui,77
236441,Fabricio Bustos,F. Bustos,77
236791,Antonín Barák,A. Barák,77
237183,Matías Nicolás Rojas Romero,M. Rojas,77
237238,Scott McTominay,S. McTominay,77
239482,Wenderson Nascimento Galeno,Galeno,77
243686,Francisco Leonel Lima Silva Machado,Chiquinho,77
210625,Kevin Mbabu,K. Mbabu,77
212196,Pione Sisto Ifolo Emirmija,P. Sisto,77
220570,Jan Bednarek,J. Bednarek,77
221479,Dominic Calvert-Lewin,D. Calvert-Lewin,77
222148,Ondrej Duda,O. Duda,77
224030,Maxime Lopez,M. Lopez,77
225161,Jesús Vallejo Lázaro,Vallejo,77
225375,Konrad Laimer,K. Laimer,77
228635,Borja Mayoral Moya,Borja Mayoral,77
229764,Iñigo Córdoba Kerejeta,Córdoba,77
235134,Pablo Paulino Rosario,P. Rosario,77
206516,Will Hughes,W. Hughes,77
206591,Mitchell Weiser,M. Weiser,77
208450,Andreas Hugo Hoelgebaum Pereira,Andreas Pereira,77
210736,Emerson Palmieri dos Santos,Emerson,77
211354,Marco Benassi,M. Benassi,77
212219,Alexander Djiku,A. Djiku,77
212602,Diego Javier Llorente Ríos,Diego Llorente,77
212886,Wylan Cyprien,W. Cyprien,77
213013,Frank Acheampong,F. Acheampong,77
213296,Nabil Bentaleb,N. Bentaleb,77
213648,Pierre-Emile Højbjerg,P. Højbjerg,77
214988,Leonel Miranda,L. Miranda,77
215689,Andrea Petagna,A. Petagna,77
216266,Kenny Tete,K. Tete,77
219391,Gonzalo Escalante,G. Escalante,77
225201,Alejandro Berenguer Remiro,Alex Berenguer,77
226536,Omar Colley,O. Colley,77
229857,Stefano Sensi,S. Sensi,77
230564,Mijat Gaćinović,M. Gaćinović,77
230578,Mouctar Diakhaby,M. Diakhaby,77
232665,Mauro Wilney Arambarri Rosa,M. Arambarri,77
235813,Răzvan Marin,R. Marin,77
204077,M'Baye Babacar Niang,M. Niang,77
204612,Ole Kristian Selnæs,O. Selnæs,77
210761,Rodolfo Pizarro,R. Pizarro,77
212888,Carlos Salcedo,C. Salcedo,77
223245,Brian Fernández,B. Fernández,77
224196,Ramy Bensebaini,R. Bensebaini,77
226221,Aritz Elustondo,Aritz Elustondo,77
229636,Gastón Rodrigo Pereiro López,G. Pereiro,77
198513,Cláudio Pires de Morais Ramos,Cláudio Ramos,77
198719,Nathan Redmond,N. Redmond,77
200332,Tomáš Koubek,T. Koubek,77
205632,Lucas Ocampos,L. Ocampos,77
